task_id,project_id,assigned_to,task_description,status_id,priority,due_date
517,17,86,Task description for Task 517,2,High,2024-12-31
518,9,11,Task description for Task 518,3,High,2024-12-21
519,18,97,Task description for Task 519,4,Medium,2024-12-23
520,5,1,Task description for Task 520,4,High,2024-12-20
521,17,100,Task description for Task 521,4,Low,2024-12-23
522,47,71,Task description for Task 522,4,Medium,2024-12-29
523,20,55,Task description for Task 523,2,Medium,2024-12-24
524,41,32,Task description for Task 524,1,Low,2024-12-27
525,38,93,Task description for Task 525,5,Medium,2024-12-22
526,26,52,Task description for Task 526,2,Medium,2024-12-30
527,42,100,Task description for Task 527,3,Medium,2024-12-30
528,44,49,Task description for Task 528,3,Low,2024-12-28
529,28,88,Task description for Task 529,3,High,2024-12-27
530,41,72,Task description for Task 530,5,High,2024-12-28
531,49,3,Task description for Task 531,3,Low,2024-12-21
532,29,26,Task description for Task 532,4,Medium,2024-12-30
533,26,22,Task description for Task 533,5,Low,2024-12-31
534,23,62,Task description for Task 534,1,Medium,2024-12-23
535,33,65,Task description for Task 535,1,Medium,2024-12-28
536,27,40,Task description for Task 536,3,Medium,2024-12-26
537,3,41,Task description for Task 537,5,High,2024-12-25
538,3,15,Task description for Task 538,4,High,2024-12-20
539,40,44,Task description for Task 539,2,High,2024-12-22
540,12,24,Task description for Task 540,3,Medium,2024-12-21
541,9,55,Task description for Task 541,3,Medium,2024-12-29
542,36,69,Task description for Task 542,5,Medium,2024-12-23
543,18,11,Task description for Task 543,2,Medium,2024-12-23
544,26,59,Task description for Task 544,3,Medium,2024-12-30
545,27,4,Task description for Task 545,4,Medium,2024-12-23
546,18,98,Task description for Task 546,4,Low,2024-12-28
547,21,63,Task description for Task 547,3,Low,2024-12-26
548,46,53,Task description for Task 548,2,Low,2024-12-30
549,12,65,Task description for Task 549,4,Medium,2024-12-28
550,14,65,Task description for Task 550,2,High,2024-12-30
551,20,10,Task description for Task 551,3,High,2024-12-27
552,4,26,Task description for Task 552,1,Medium,2024-12-25
553,15,36,Task description for Task 553,5,High,2024-12-31
554,12,70,Task description for Task 554,2,High,2024-12-23
555,35,23,Task description for Task 555,3,Medium,2024-12-31
556,26,88,Task description for Task 556,5,Medium,2024-12-30
557,49,74,Task description for Task 557,4,Low,2024-12-28
558,7,77,Task description for Task 558,5,High,2024-12-23
559,37,31,Task description for Task 559,4,Medium,2024-12-27
560,50,1,Task description for Task 560,3,High,2024-12-23
561,3,96,Task description for Task 561,4,High,2024-12-27
562,28,91,Task description for Task 562,1,Low,2024-12-22
563,2,15,Task description for Task 563,5,High,2024-12-26
564,27,16,Task description for Task 564,4,Medium,2024-12-20
565,29,7,Task description for Task 565,4,Low,2024-12-21
566,43,73,Task description for Task 566,2,Medium,2024-12-26
567,42,30,Task description for Task 567,5,High,2024-12-30
568,4,9,Task description for Task 568,1,Medium,2024-12-20
569,18,30,Task description for Task 569,4,Medium,2024-12-28
570,39,24,Task description for Task 570,3,Low,2024-12-26
571,4,44,Task description for Task 571,1,High,2024-12-26
572,43,14,Task description for Task 572,2,High,2024-12-29
573,50,60,Task description for Task 573,3,High,2024-12-20
574,11,71,Task description for Task 574,4,Low,2024-12-24
575,43,97,Task description for Task 575,5,High,2024-12-26
576,41,19,Task description for Task 576,1,High,2024-12-24
577,25,45,Task description for Task 577,3,Low,2024-12-22
578,16,83,Task description for Task 578,4,High,2024-12-28
579,33,11,Task description for Task 579,5,High,2024-12-23
580,5,62,Task description for Task 580,4,High,2024-12-26
581,16,10,Task description for Task 581,4,Medium,2024-12-31
582,30,84,Task description for Task 582,3,Medium,2024-12-30
583,47,70,Task description for Task 583,3,High,2024-12-27
584,2,53,Task description for Task 584,3,Low,2024-12-22
585,38,42,Task description for Task 585,4,High,2024-12-30
586,40,96,Task description for Task 586,1,Medium,2024-12-23
587,26,62,Task description for Task 587,1,Medium,2024-12-31
588,41,15,Task description for Task 588,1,High,2024-12-28
589,39,74,Task description for Task 589,1,Medium,2024-12-25
590,22,69,Task description for Task 590,3,High,2024-12-23
591,6,31,Task description for Task 591,1,Medium,2024-12-30
592,49,16,Task description for Task 592,3,Medium,2024-12-22
593,6,57,Task description for Task 593,5,High,2024-12-24
594,2,5,Task description for Task 594,5,Low,2024-12-22
595,9,59,Task description for Task 595,1,Low,2024-12-20
596,17,24,Task description for Task 596,4,Low,2024-12-26
597,24,75,Task description for Task 597,2,High,2024-12-20
598,25,20,Task description for Task 598,4,High,2024-12-21
599,37,39,Task description for Task 599,3,Medium,2024-12-25
600,46,46,Task description for Task 600,1,Medium,2024-12-26
601,22,10,Task description for Task 601,2,Medium,2024-12-23
602,21,22,Task description for Task 602,5,Low,2024-12-30
603,24,38,Task description for Task 603,2,Medium,2024-12-29
604,11,86,Task description for Task 604,4,High,2024-12-30
605,2,53,Task description for Task 605,5,Low,2024-12-29
606,20,30,Task description for Task 606,1,High,2024-12-25
607,2,71,Task description for Task 607,1,Medium,2024-12-30
608,23,13,Task description for Task 608,4,Low,2024-12-21
609,14,44,Task description for Task 609,2,Medium,2024-12-26
610,18,49,Task description for Task 610,4,High,2024-12-31
611,43,3,Task description for Task 611,1,Low,2024-12-30
612,1,58,Task description for Task 612,5,Low,2024-12-30
613,46,99,Task description for Task 613,3,High,2024-12-24
614,34,24,Task description for Task 614,1,High,2024-12-29
615,47,30,Task description for Task 615,4,High,2024-12-30
616,44,40,Task description for Task 616,1,High,2024-12-20
617,11,1,Task description for Task 617,4,Medium,2024-12-27
618,6,33,Task description for Task 618,1,Medium,2024-12-29
619,18,95,Task description for Task 619,5,Medium,2024-12-31
620,29,64,Task description for Task 620,5,Medium,2024-12-23
621,30,27,Task description for Task 621,5,High,2024-12-28
622,45,48,Task description for Task 622,1,Medium,2024-12-23
623,4,79,Task description for Task 623,2,Low,2024-12-22
624,36,13,Task description for Task 624,5,Low,2024-12-21
625,28,35,Task description for Task 625,4,Low,2024-12-24
626,48,46,Task description for Task 626,3,High,2024-12-21
627,40,77,Task description for Task 627,3,High,2024-12-31
628,30,10,Task description for Task 628,1,Low,2024-12-20
629,14,64,Task description for Task 629,1,High,2024-12-31
630,27,42,Task description for Task 630,3,Low,2024-12-27
631,29,8,Task description for Task 631,4,High,2024-12-23
632,46,37,Task description for Task 632,5,Medium,2024-12-20
633,5,12,Task description for Task 633,1,High,2024-12-23
634,1,55,Task description for Task 634,2,High,2024-12-23
635,34,98,Task description for Task 635,2,Low,2024-12-21
636,17,81,Task description for Task 636,5,Low,2024-12-25
637,46,40,Task description for Task 637,5,High,2024-12-25
638,4,59,Task description for Task 638,1,High,2024-12-25
639,35,8,Task description for Task 639,2,Low,2024-12-31
640,36,62,Task description for Task 640,4,High,2024-12-20
641,24,24,Task description for Task 641,5,High,2024-12-27
642,42,79,Task description for Task 642,4,Medium,2024-12-21
643,8,51,Task description for Task 643,2,High,2024-12-26
644,12,30,Task description for Task 644,5,High,2024-12-26
645,47,66,Task description for Task 645,5,Low,2024-12-31
646,20,84,Task description for Task 646,3,Low,2024-12-27
647,39,5,Task description for Task 647,1,Medium,2024-12-31
648,36,34,Task description for Task 648,2,Medium,2024-12-20
649,9,73,Task description for Task 649,1,Low,2024-12-29
650,33,24,Task description for Task 650,5,High,2024-12-20
651,49,2,Task description for Task 651,4,High,2024-12-30
652,24,25,Task description for Task 652,5,Low,2024-12-22
653,33,79,Task description for Task 653,1,Low,2024-12-21
654,46,89,Task description for Task 654,2,High,2024-12-25
655,47,18,Task description for Task 655,5,High,2024-12-31
656,12,59,Task description for Task 656,5,Low,2024-12-25
657,24,89,Task description for Task 657,3,High,2024-12-26
658,9,98,Task description for Task 658,3,Low,2024-12-29
659,40,14,Task description for Task 659,1,Medium,2024-12-23
660,18,97,Task description for Task 660,1,High,2024-12-22
661,38,10,Task description for Task 661,1,Low,2024-12-20
662,28,33,Task description for Task 662,2,High,2024-12-23
663,28,6,Task description for Task 663,3,Low,2024-12-27
664,22,81,Task description for Task 664,1,High,2024-12-28
665,17,84,Task description for Task 665,1,High,2024-12-24
666,32,44,Task description for Task 666,4,Medium,2024-12-29
667,38,45,Task description for Task 667,4,High,2024-12-23
668,16,20,Task description for Task 668,2,Low,2024-12-29
669,47,39,Task description for Task 669,2,Low,2024-12-29
670,13,13,Task description for Task 670,3,Medium,2024-12-21
671,24,30,Task description for Task 671,3,Medium,2024-12-31
672,27,37,Task description for Task 672,2,High,2024-12-26
673,8,55,Task description for Task 673,5,Medium,2024-12-28
674,45,45,Task description for Task 674,2,Low,2024-12-24
675,50,90,Task description for Task 675,2,Medium,2024-12-20
676,43,19,Task description for Task 676,3,High,2024-12-27
677,43,63,Task description for Task 677,2,Low,2024-12-27
678,41,59,Task description for Task 678,3,High,2024-12-31
679,30,73,Task description for Task 679,1,High,2024-12-24
680,36,96,Task description for Task 680,5,Low,2024-12-23
681,50,63,Task description for Task 681,1,High,2024-12-30
682,46,94,Task description for Task 682,5,High,2024-12-23
683,23,18,Task description for Task 683,4,High,2024-12-29
684,33,60,Task description for Task 684,2,Medium,2024-12-28
685,32,59,Task description for Task 685,4,Medium,2024-12-31
686,42,85,Task description for Task 686,2,High,2024-12-23
687,23,82,Task description for Task 687,5,Low,2024-12-20
688,21,9,Task description for Task 688,5,Medium,2024-12-26
689,2,15,Task description for Task 689,2,High,2024-12-24
690,9,62,Task description for Task 690,2,Medium,2024-12-23
691,48,50,Task description for Task 691,5,High,2024-12-25
692,21,20,Task description for Task 692,3,High,2024-12-23
693,21,39,Task description for Task 693,2,Low,2024-12-24
694,48,27,Task description for Task 694,2,Medium,2024-12-24
695,14,33,Task description for Task 695,5,Low,2024-12-27
696,21,26,Task description for Task 696,3,Medium,2024-12-24
697,44,14,Task description for Task 697,4,Low,2024-12-29
698,43,78,Task description for Task 698,4,Medium,2024-12-20
699,43,2,Task description for Task 699,4,Medium,2024-12-28
700,28,22,Task description for Task 700,1,High,2024-12-26
701,10,23,Task description for Task 701,4,Low,2024-12-31
702,15,38,Task description for Task 702,4,High,2024-12-28
703,39,66,Task description for Task 703,3,Medium,2024-12-31
704,26,20,Task description for Task 704,3,Low,2024-12-21
705,17,24,Task description for Task 705,5,Low,2024-12-29
706,46,6,Task description for Task 706,4,High,2024-12-25
707,21,78,Task description for Task 707,4,Medium,2024-12-26
708,21,82,Task description for Task 708,1,High,2024-12-29
709,19,31,Task description for Task 709,3,Medium,2024-12-30
710,44,9,Task description for Task 710,2,High,2024-12-25
711,48,89,Task description for Task 711,3,Medium,2024-12-20
712,32,75,Task description for Task 712,3,Medium,2024-12-23
713,38,61,Task description for Task 713,5,Medium,2024-12-23
714,5,78,Task description for Task 714,3,Medium,2024-12-25
715,20,57,Task description for Task 715,3,High,2024-12-21
716,12,99,Task description for Task 716,3,Low,2024-12-21
717,30,70,Task description for Task 717,1,High,2024-12-24
718,30,61,Task description for Task 718,5,Low,2024-12-23
719,43,32,Task description for Task 719,2,Low,2024-12-20
720,29,81,Task description for Task 720,4,Medium,2024-12-26
721,7,19,Task description for Task 721,2,Medium,2024-12-25
722,25,95,Task description for Task 722,1,Low,2024-12-22
723,5,54,Task description for Task 723,4,High,2024-12-29
724,44,15,Task description for Task 724,3,Medium,2024-12-26
725,9,68,Task description for Task 725,3,Medium,2024-12-20
726,13,56,Task description for Task 726,5,Low,2024-12-25
727,39,74,Task description for Task 727,3,Low,2024-12-22
728,8,42,Task description for Task 728,2,High,2024-12-29
729,38,84,Task description for Task 729,2,Medium,2024-12-31
730,8,12,Task description for Task 730,4,Low,2024-12-23
731,18,26,Task description for Task 731,4,Low,2024-12-22
732,26,93,Task description for Task 732,3,High,2024-12-30
733,9,56,Task description for Task 733,5,Low,2024-12-31
734,43,62,Task description for Task 734,2,Low,2024-12-31
735,38,92,Task description for Task 735,5,High,2024-12-21
736,47,89,Task description for Task 736,5,Medium,2024-12-27
737,18,24,Task description for Task 737,4,Low,2024-12-27
738,23,93,Task description for Task 738,5,Low,2024-12-23
739,9,5,Task description for Task 739,3,High,2024-12-22
740,46,4,Task description for Task 740,4,Medium,2024-12-27
741,35,46,Task description for Task 741,3,High,2024-12-21
742,16,53,Task description for Task 742,4,Medium,2024-12-23
743,50,93,Task description for Task 743,1,High,2024-12-23
744,41,27,Task description for Task 744,4,Medium,2024-12-21
745,43,26,Task description for Task 745,2,Low,2024-12-28
746,3,99,Task description for Task 746,4,Low,2024-12-20
747,38,49,Task description for Task 747,4,Medium,2024-12-27
748,43,12,Task description for Task 748,5,Low,2024-12-24
749,45,56,Task description for Task 749,3,High,2024-12-22
750,37,53,Task description for Task 750,3,High,2024-12-20
751,18,50,Task description for Task 751,1,High,2024-12-20
752,47,68,Task description for Task 752,2,Low,2024-12-30
753,41,59,Task description for Task 753,4,Medium,2024-12-26
754,8,100,Task description for Task 754,1,Medium,2024-12-28
755,25,81,Task description for Task 755,4,Low,2024-12-29
756,35,17,Task description for Task 756,2,Low,2024-12-22
757,30,51,Task description for Task 757,1,Medium,2024-12-25
758,37,84,Task description for Task 758,4,Low,2024-12-26
759,29,46,Task description for Task 759,1,Low,2024-12-30
760,47,13,Task description for Task 760,5,Medium,2024-12-23
761,27,89,Task description for Task 761,4,Medium,2024-12-26
762,12,84,Task description for Task 762,5,High,2024-12-27
763,3,65,Task description for Task 763,2,Medium,2024-12-29
764,22,69,Task description for Task 764,5,Low,2024-12-29
